OverallRating,OverallFrontCrashRating,FrontCrashDriversideRating,FrontCrashPassengersideRating,OverallSideCrashRating,SideCrashDriversideRating,SideCrashPassengersideRating,combinedSideBarrierAndPoleRating-Front,combinedSideBarrierAndPoleRating-Rear,sideBarrierRating-Overall,RolloverRating,RolloverRating2,RolloverPossibility,RolloverPossibility2,dynamicTipResult,SidePoleCrashRating,NHTSAElectronicStabilityControl,NHTSAForwardCollisionWarning,NHTSALaneDepartureWarning,ModelYear,Make,Model,VehicleDescription,VehicleId,rating_updated_on
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.092,0.0,No Tip,5,Standard,No,No,2025,BMW,3 SERIES SEDAN,2025 BMW 3 Series Sedan 4 DR AWD,20086,2024-06-27 10:21:55.527523+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,BMW,5 SERIES HYBRID SEDAN,2025 BMW 5 Series Hybrid Sedan 4 DR AWD,20805,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,BMW,7 SERIES HYBRID SEDAN,2025 BMW 7 Series Hybrid Sedan 4 DR AWD,20808,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,BMW,M5 HYBRID SEDAN,2025 BMW M5 Hybrid Sedan 4 DR AWD,20806,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,No,No,2025,BMW,M5 HYBRID WAGON,2025 BMW M5 Hybrid Wagon 4 DR AWD,20807,2025-08-18 18:27:10.768206+00:00
4,4,4,5,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,No,No,2025,BMW,X1,2025 BMW X1 SUV AWD,20087,2024-06-27 10:21:55.527523+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,No,No,2025,BMW,X3,2025 BMW X3 SUV AWD,20809,2025-04-21 11:39:32.473732+00:00
Not Rated,4,4,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,No,No,2025,BMW,X5,2025 BMW X5 SUV RWD,20088,2025-08-18 18:27:10.768206+00:00
4,4,4,4,5,5,5,5,5,5,4,Not Rated,0.159,0.0,No Tip,5,Standard,No,No,2025,BMW,X5,2025 BMW X5 SUV AWD,20089,2024-06-27 10:21:55.527523+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,BRIGHTDROP,ZEVO 400,2025 BrightDrop Zevo 400 CV FWD,20532,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,BRIGHTDROP,ZEVO 400,2025 BrightDrop Zevo 400 CV AWD,20533,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,BRIGHTDROP,ZEVO 600,2025 BrightDrop Zevo 600 CV FWD,20530,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,BRIGHTDROP,ZEVO 600,2025 BrightDrop Zevo 600 CV AWD,20531,2025-08-18 18:27:10.768206+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,BUICK,ENCLAVE,2025 Buick Enclave SUV FWD,20419,2025-01-29 04:54:57.581935+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,BUICK,ENCLAVE,2025 Buick Enclave SUV AWD,20420,2025-01-29 04:54:57.581935+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard,Standard,2025,BUICK,ENCORE GX,2025 Buick Encore GX SUV FWD,20406,2024-08-30 11:54:50.054197+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2025,BUICK,ENCORE GX,2025 Buick Encore GX SUV AWD,20407,2024-08-30 11:54:50.054197+00:00
5,5,4,5,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,Standard,Standard,2025,BUICK,ENVISION,2025 Buick Envision SUV AWD,20416,2024-12-11 11:52:43.387171+00:00
4,4,5,4,5,4,5,4,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,BUICK,ENVISTA,2025 Buick Envista SUV FWD,20411,2024-11-15 11:32:54.649937+00:00
4,4,5,4,5,4,5,4,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,No,No,2025,BUICK,ENVISTA,2025 BUICK ENVISTA SUV FWD,20863,2025-08-16 13:06:26.423926+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CADILLAC,CELESTIQ,2025 Cadillac CELESTIQ 4 DR AWD,20538,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,CT4,2025 Cadillac CT4 4 DR RWD,20394,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,CT4,2025 Cadillac CT4 4 DR AWD,20395,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,CT4-V,2025 Cadillac CT4-V 4 DR RWD,20396,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,CT4-V,2025 Cadillac CT4-V 4 DR AWD,20397,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,CT4-V BLACKWING,2025 Cadillac CT4-V Blackwing 4 DR RWD,20398,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,CT5,2025 Cadillac CT5 4 DR RWD,20399,2024-08-30 11:54:50.054197+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,CT5,2025 Cadillac CT5 4 DR AWD,20400,2024-08-30 11:54:50.054197+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,CT5 WITH V6,2025 Cadillac CT5 with V6 4 DR RWD,20403,2025-06-06 05:09:28.463519+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,CT5 WITH V6,2025 Cadillac CT5 with V6 4 DR AWD,20404,2025-06-06 05:09:28.463519+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,CT5-V,2025 Cadillac CT5-V 4 DR RWD,20401,2025-06-06 05:09:28.463519+00:00
5,4,5,4,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,CT5-V,2025 Cadillac CT5-V 4 DR AWD,20402,2025-06-06 05:09:28.463519+00:00
Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,5,5,Not Rated,0.095,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,CT5-V BLACKWING,2025 Cadillac CT5-V Blackwing 4 DR RWD,20405,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,ESCALADE,2025 Cadillac Escalade SUV RWD,20437,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,ESCALADE,2025 Cadillac Escalade SUV 4WD,20438,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,ESCALADE ESV,2025 Cadillac Escalade ESV SUV RWD,20443,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,ESCALADE ESV,2025 Cadillac Escalade ESV SUV 4WD,20444,2025-08-18 18:27:10.768206+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,LYRIQ,2025 Cadillac LYRIQ SUV RWD,20431,2024-10-03 23:17:18.293657+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,LYRIQ,2025 Cadillac LYRIQ SUV AWD,20432,2024-10-03 23:17:18.293657+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CADILLAC,OPTIQ,2025 Cadillac OPTIQ SUV,20544,2025-08-18 18:27:10.768206+00:00
5,4,4,5,5,5,5,5,5,5,4,Not Rated,0.167,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,XT4,2025 Cadillac XT4 SUV FWD,20425,2025-04-20 11:10:22.314768+00:00
5,4,4,5,5,5,5,5,5,5,4,Not Rated,0.154,0.0,No Tip,5,Standard,Standard,Standard,2025,CADILLAC,XT4,2025 Cadillac XT4 SUV AWD,20426,2025-04-20 11:10:22.314768+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.169,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,XT5,2025 Cadillac XT5 SUV FWD,20423,2024-08-30 11:54:50.054197+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.151,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,XT5,2025 Cadillac XT5 SUV AWD,20424,2024-08-30 11:54:50.054197+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.164,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,XT6,2025 Cadillac XT6 SUV FWD,20427,2024-08-30 11:54:50.054197+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CADILLAC,XT6,2025 Cadillac XT6 SUV AWD,20428,2024-08-30 11:54:50.054197+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,No,No,2025,CHEVROLET,BLAZER,2025 Chevrolet Blazer SUV FWD,20429,2024-08-30 11:54:50.054197+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.147,0.0,No Tip,5,Standard,No,No,2025,CHEVROLET,BLAZER,2025 Chevrolet Blazer SUV AWD,20430,2024-08-30 11:54:50.054197+00:00
Not Rated,5,5,5,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Optional,Optional,2025,CHEVROLET,BLAZER EV,2025 Chevrolet Blazer EV SUV FWD,20541,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,5,Not Rated,0.089,0.0,No Tip,5,Standard,Optional,Optional,2025,CHEVROLET,BLAZER EV,2025 Chevrolet Blazer EV SUV RWD,20542,2024-12-19 23:33:28.348042+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.105,0.0,No Tip,5,Standard,Optional,Optional,2025,CHEVROLET,BLAZER EV,2025 Chevrolet Blazer EV SUV AWD,20543,2024-12-19 23:33:28.348042+00:00
4,4,4,4,5,3,5,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,COLORADO,2025 Chevrolet Colorado PU/CC RWD,20500,2024-08-30 11:54:50.054197+00:00
4,4,4,4,5,3,5,4,5,5,3,Not Rated,0.0,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,COLORADO,2025 Chevrolet Colorado PU/CC 4WD,20501,2024-08-30 11:54:50.054197+00:00
Not Rated,4,4,4,5,3,5,4,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,COLORADO ZR2 BISON,2025 Chevrolet Colorado ZR2 Bison PU/CC 4WD,20502,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE E-RAY,2025 Chevrolet Corvette E-Ray 2 DR AWD,20387,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE E-RAY,2025 Chevrolet Corvette E-Ray C AWD,20389,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE STINGRAY,2025 Chevrolet Corvette Stingray C RWD,20388,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE STRINGRAY,2025 Chevrolet Corvette Stringray 2 DR RWD,20386,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE Z06,2025 Chevrolet Corvette Z06 2 DR RWD,20390,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE Z06,2025 Chevrolet Corvette Z06 C RWD,20391,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE ZR1,2025 Chevrolet Corvette ZR1 2 DR RWD,20392,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,CORVETTE ZR1,2025 Chevrolet Corvette ZR1 C RWD,20393,2025-08-18 18:27:10.768206+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,EQUINOX,2025 Chevrolet Equinox SUV FWD,20412,2024-11-15 11:32:54.649937+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,EQUINOX,2025 Chevrolet Equinox SUV AWD,20413,2024-11-15 11:32:54.649937+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.097,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,EQUINOX EV,2025 Chevrolet Equinox EV SUV FWD,20539,2024-12-03 00:00:07.367523+00:00
5,5,5,4,5,5,5,5,5,5,5,Not Rated,0.099,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,EQUINOX EV,2025 Chevrolet Equinox EV SUV AWD,20540,2024-12-03 00:00:07.367523+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,2025,CHEVROLET,EXPRESS CARGO 2500,2025 Chevrolet Express Cargo 2500 CV RWD,20445,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Optional,Optional,2025,CHEVROLET,EXPRESS CARGO 3500,2025 Chevrolet Express Cargo 3500 CV RWD,20449,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,Standard,Optional,Optional,2025,CHEVROLET,EXPRESS PASSENGER 2500 - 12 Passenger,2025 Chevrolet Express Passenger 2500 - 12 Passenger PV RWD,20447,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,Standard,Optional,Optional,2025,CHEVROLET,EXPRESS PASSENGER 3500 - 12 PASSENGER,2025 Chevrolet Express Passenger 3500 - 12 Passenger PV RWD,20545,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,3,Not Rated,0.292,0.0,No Tip,Not Rated,Standard,Optional,Optional,2025,CHEVROLET,EXPRESS PASSENGER 3500 - 15 Passenger,2025 Chevrolet Express Passenger 3500 - 15 Passenger PV RWD,20451,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.103,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,MALIBU,2025 Chevrolet Malibu 4 DR FWD,20385,2024-08-30 11:54:50.054197+00:00
5,5,5,5,5,5,Not Rated,5,Not Rated,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 1500,2025 Chevrolet Silverado 1500 PU/RC RWD,20518,2024-10-03 00:38:27.250041+00:00
5,5,5,5,5,5,Not Rated,5,Not Rated,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 1500,2025 Chevrolet Silverado 1500 PU/RC 4WD,20519,2024-10-03 00:38:27.250041+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 1500,2025 Chevrolet Silverado 1500 PU/EC RWD,20522,2024-10-03 00:38:27.250041+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 1500,2025 Chevrolet Silverado 1500 PU/EC 4WD,20523,2024-10-03 00:38:27.250041+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.191,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,SILVERADO 1500,2025 Chevrolet Silverado 1500 PU/CC RWD,20526,2024-08-30 11:54:50.054197+00:00
5,4,5,4,5,5,5,5,5,5,4,Not Rated,0.198,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,SILVERADO 1500,2025 Chevrolet Silverado 1500 PU/CC 4WD,20527,2024-08-30 11:54:50.054197+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 2500,2025 Chevrolet Silverado 2500 PU/RC RWD,20506,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 2500,2025 Chevrolet Silverado 2500 PU/RC 4WD,20507,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 2500,2025 Chevrolet Silverado 2500 PU/EC RWD,20510,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 2500,2025 Chevrolet Silverado 2500 PU/EC 4WD,20511,2025-08-18 18:27:10.768206+00:00
Not Rated,5,5,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 2500,2025 Chevrolet Silverado 2500 PU/CC RWD,20514,2025-08-18 18:27:10.768206+00:00
Not Rated,5,5,4,5,5,5,5,5,5,Not Rated,Not Rated,0.0,0.0, ,5,Standard,Standard,Standard,2025,CHEVROLET,SILVERADO 2500,2025 Chevrolet Silverado 2500 PU/CC 4WD,20515,2025-08-18 18:27:10.768206+00:00
Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,0.0,0.0, ,Not Rated,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,SILVERADO EV,2025 Chevrolet Silverado EV PU/CC AWD,20536,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,SUBURBAN,2025 Chevrolet Suburban SUV RWD,20439,2025-07-29 21:07:13.051539+00:00
5,5,5,5,5,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,SUBURBAN,2025 Chevrolet Suburban SUV 4WD,20440,2025-07-29 21:07:13.051539+00:00
5,5,5,5,5,5,5,5,5,5,3,Not Rated,0.212,0.0,No Tip,5,Standard,Optional,Optional,2025,CHEVROLET,TAHOE,2025 Chevrolet Tahoe SUV RWD,20433,2025-07-29 17:07:52.167771+00:00
5,5,5,5,5,5,5,5,5,5,3,Not Rated,0.219,0.0,No Tip,5,Standard,Optional,Optional,2025,CHEVROLET,TAHOE,2025 Chevrolet Tahoe SUV 4WD,20434,2025-07-29 17:07:52.167771+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,TRAILBLAZER,2025 Chevrolet Trailblazer SUV FWD,20408,2024-08-30 11:54:50.054197+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.179,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,TRAILBLAZER,2025 Chevrolet Trailblazer SUV AWD,20409,2024-08-30 11:54:50.054197+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.174,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,TRAVERSE,2025 Chevrolet Traverse SUV FWD,20417,2025-01-29 04:54:57.581935+00:00
5,5,5,4,5,5,5,5,5,5,4,Not Rated,0.185,0.0,No Tip,5,Standard,Standard & Optional,Standard & Optional,2025,CHEVROLET,TRAVERSE,2025 Chevrolet Traverse SUV AWD,20418,2025-01-29 04:54:57.581935+00:00
4,4,5,4,5,4,5,4,5,5,4,Not Rated,0.155,0.0,No Tip,5,Standard,Standard,Standard,2025,CHEVROLET,TRAX,2025 Chevrolet Trax SUV FWD,20410,2024-11-15 11:32:54.649937+00:00
Not Rated,4,5,4,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,Not Rated,4,Not Rated,0.155,0.0,No Tip,Not Rated,Standard,No,No,2025,CHEVROLET,TRAX,2025 CHEVROLET TRAX SUV FWD,20862,2025-08-18 18:27:10.768206+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.116,0.0,No Tip,5,Standard,Standard,Standard,2025,CHRYSLER,PACIFICA,2025 Chrysler Pacifica PV FWD,20150,2024-07-27 09:54:47.023908+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.121,0.0,No Tip,5,Standard,Standard,Standard,2025,CHRYSLER,PACIFICA AWD,2025 Chrysler Pacifica AWD PV AWD,20151,2024-07-31 06:15:06.305103+00:00
5,4,4,4,5,5,5,5,5,5,4,Not Rated,0.109,0.0,No Tip,5,Standard,Standard,Standard,2025,CHRYSLER,PACIFICA HYBRID,2025 Chrysler Pacifica Hybrid PV FWD,20152,2024-07-27 09:54:47.023908+00:00
5,5,5,5,5,5,5,5,5,5,4,Not Rated,0.116,0.0,No Tip,5,Standard,Standard,Optional,2025,CHRYSLER,VOYAGER,2025 Chrysler Voyager PV FWD,20153,2024-07-27 09:54:47.023908+00:00
